Brand,processor_name,RAM,Storage,Price,original price,discount,ratings,number_of_ratings,number_of_reviews,page number
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,70
HP,AMD,16,512,65387,,37%,4.1,26,1,70
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,70
Apple,Apple,16,512,151900,,37%,4.7,2786,179,70
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,70
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,70
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,70
Apple,Apple,16,512,127900,,37%,4.7,2786,179,70
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,70
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,70
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,70
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,70
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,70
Apple,Apple,16,512,151900,,37%,4.7,2786,179,70
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,71
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,71
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,71
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,71
HP,Intel,16,512,93322,,37%,4.2,1016,45,71
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,71
Apple,Apple,16,512,151900,,37%,4.7,2786,179,71
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,71
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,71
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,71
HP,AMD,16,512,65387,,37%,4.1,26,1,71
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,71
Apple,Apple,16,512,151900,,37%,4.7,2786,179,71
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,71
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,71
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,71
Apple,Apple,16,512,127900,,37%,4.7,2786,179,71
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,71
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,71
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,71
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,71
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,71
Apple,Apple,16,512,151900,,37%,4.7,2786,179,71
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,72
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,72
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,72
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,72
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,72
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,72
Apple,Apple,16,512,151900,,37%,4.7,2786,179,72
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,72
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,72
HP,Intel,16,512,93322,,37%,4.2,1016,45,72
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,72
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,72
Apple,Apple,16,512,151900,,37%,4.7,2786,179,72
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,72
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,72
HP,AMD,16,512,65387,,37%,4.1,26,1,72
Apple,Apple,16,512,127900,,37%,4.7,2786,179,72
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,72
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,72
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,72
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,72
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,72
Apple,Apple,16,512,151900,,37%,4.7,2786,179,72
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,73
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,73
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,73
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,73
HP,Intel,16,512,93322,,37%,4.2,1016,45,73
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,73
Apple,Apple,16,512,151900,,37%,4.7,2786,179,73
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,73
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,73
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,73
HP,AMD,16,512,65387,,37%,4.1,26,1,73
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,73
Apple,Apple,16,512,151900,,37%,4.7,2786,179,73
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,73
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,73
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,73
Apple,Apple,16,512,127900,,37%,4.7,2786,179,73
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,73
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,73
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,73
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,73
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,73
Apple,Apple,16,512,151900,,37%,4.7,2786,179,73
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,74
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,74
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,74
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,74
HP,Intel,16,512,93322,,37%,4.2,1016,45,74
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,74
Apple,Apple,16,512,151900,,37%,4.7,2786,179,74
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,74
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,74
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,74
HP,AMD,16,512,65387,,37%,4.1,26,1,74
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,74
Apple,Apple,16,512,151900,,37%,4.7,2786,179,74
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,74
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,74
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,74
Apple,Apple,16,512,127900,,37%,4.7,2786,179,74
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,74
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,74
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,74
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,74
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,74
Apple,Apple,16,512,151900,,37%,4.7,2786,179,74
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,75
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,75
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,75
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,75
HP,Intel,16,512,93322,,37%,4.2,1016,45,75
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,75
Apple,Apple,16,512,151900,,37%,4.7,2786,179,75
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,75
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,75
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,75
HP,AMD,16,512,65387,,37%,4.1,26,1,75
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,75
Apple,Apple,16,512,151900,,37%,4.7,2786,179,75
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,75
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,75
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,75
Apple,Apple,16,512,127900,,37%,4.7,2786,179,75
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,75
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,75
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,75
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,75
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,75
Apple,Apple,16,512,151900,,37%,4.7,2786,179,75
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,76
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,76
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,76
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,76
HP,Intel,16,512,93322,,37%,4.2,1016,45,76
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,76
Apple,Apple,16,512,151900,,37%,4.7,2786,179,76
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,76
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,76
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,76
HP,AMD,16,512,65387,,37%,4.1,26,1,76
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,76
Apple,Apple,16,512,151900,,37%,4.7,2786,179,76
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,76
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,76
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,76
Apple,Apple,16,512,127900,,37%,4.7,2786,179,76
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,76
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,76
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,76
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,76
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,76
Apple,Apple,16,512,151900,,37%,4.7,2786,179,76
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,77
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,77
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,77
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,77
HP,Intel,16,512,93322,,37%,4.2,1016,45,77
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,77
Apple,Apple,16,512,151900,,37%,4.7,2786,179,77
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,77
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,77
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,77
HP,AMD,16,512,65387,,37%,4.1,26,1,77
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,77
Apple,Apple,16,512,151900,,37%,4.7,2786,179,77
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,77
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,77
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,77
Apple,Apple,16,512,127900,,37%,4.7,2786,179,77
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,77
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,77
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,77
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,77
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,77
Apple,Apple,16,512,151900,,37%,4.7,2786,179,77
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,78
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,78
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,78
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,78
HP,Intel,16,512,93322,,37%,4.2,1016,45,78
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,78
Apple,Apple,16,512,151900,,37%,4.7,2786,179,78
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,78
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,78
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,78
HP,AMD,16,512,65387,,37%,4.1,26,1,78
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,78
Apple,Apple,16,512,151900,,37%,4.7,2786,179,78
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,78
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,78
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,78
Apple,Apple,16,512,127900,,37%,4.7,2786,179,78
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,78
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,78
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,78
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,78
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,78
Apple,Apple,16,512,151900,,37%,4.7,2786,179,78
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,79
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,79
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,79
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,79
HP,Intel,16,512,93322,,37%,4.2,1016,45,79
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,79
Apple,Apple,16,512,151900,,37%,4.7,2786,179,79
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,79
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,79
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,79
HP,AMD,16,512,65387,,37%,4.1,26,1,79
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,79
Apple,Apple,16,512,151900,,37%,4.7,2786,179,79
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,79
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,79
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,79
Apple,Apple,16,512,127900,,37%,4.7,2786,179,79
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,79
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,79
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,79
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,79
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,79
Apple,Apple,16,512,151900,,37%,4.7,2786,179,79
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,80
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,80
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,80
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,80
HP,Intel,16,512,93322,,37%,4.2,1016,45,80
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,80
Apple,Apple,16,512,151900,,37%,4.7,2786,179,80
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,80
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,80
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,80
HP,AMD,16,512,65387,,37%,4.1,26,1,80
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,80
Apple,Apple,16,512,151900,,37%,4.7,2786,179,80
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,80
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,80
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,80
Apple,Apple,16,512,127900,,37%,4.7,2786,179,80
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,80
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,80
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,80
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,80
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,80
Apple,Apple,16,512,151900,,37%,4.7,2786,179,80
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,81
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,81
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,81
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,81
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,81
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,81
Apple,Apple,16,512,151900,,37%,4.7,2786,179,81
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,81
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,81
HP,Intel,16,512,93322,,37%,4.2,1016,45,81
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,81
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,81
Apple,Apple,16,512,151900,,37%,4.7,2786,179,81
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,81
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,81
HP,AMD,16,512,65387,,37%,4.1,26,1,81
Apple,Apple,16,512,127900,,37%,4.7,2786,179,81
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,81
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,81
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,81
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,81
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,81
Apple,Apple,16,512,151900,,37%,4.7,2786,179,81
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,82
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,82
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,82
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,82
HP,Intel,16,512,93322,,37%,4.2,1016,45,82
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,82
Apple,Apple,16,512,151900,,37%,4.7,2786,179,82
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,82
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,82
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,82
HP,AMD,16,512,65387,,37%,4.1,26,1,82
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,82
Apple,Apple,16,512,151900,,37%,4.7,2786,179,82
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,82
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,82
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,82
Apple,Apple,16,512,127900,,37%,4.7,2786,179,82
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,82
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,82
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,82
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,82
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,82
Apple,Apple,16,512,151900,,37%,4.7,2786,179,82
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,83
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,83
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,83
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,83
HP,Intel,16,512,93322,,37%,4.2,1016,45,83
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,83
Apple,Apple,16,512,151900,,37%,4.7,2786,179,83
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,83
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,83
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,83
HP,AMD,16,512,65387,,37%,4.1,26,1,83
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,83
Apple,Apple,16,512,151900,,37%,4.7,2786,179,83
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,83
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,83
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,83
Apple,Apple,16,512,127900,,37%,4.7,2786,179,83
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,83
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,83
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,83
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,83
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,83
Apple,Apple,16,512,151900,,37%,4.7,2786,179,83
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,84
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,84
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,84
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,84
HP,Intel,16,512,93322,,37%,4.2,1016,45,84
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,84
Apple,Apple,16,512,151900,,37%,4.7,2786,179,84
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,84
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,84
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,84
HP,AMD,16,512,65387,,37%,4.1,26,1,84
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,84
Apple,Apple,16,512,151900,,37%,4.7,2786,179,84
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,84
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,84
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,84
Apple,Apple,16,512,127900,,37%,4.7,2786,179,84
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,84
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,84
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,84
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,84
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,84
Apple,Apple,16,512,151900,,37%,4.7,2786,179,84
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,85
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,85
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,85
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,85
HP,Intel,16,512,93322,,37%,4.2,1016,45,85
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,85
Apple,Apple,16,512,151900,,37%,4.7,2786,179,85
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,85
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,85
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,85
HP,AMD,16,512,65387,,37%,4.1,26,1,85
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,85
Apple,Apple,16,512,151900,,37%,4.7,2786,179,85
Acer,Intel,12,512,42000,"₹48,999",14%,3.9,3874,290,85
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,85
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,85
Apple,Apple,16,512,127900,,37%,4.7,2786,179,85
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,85
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,85
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,85
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,85
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,85
Apple,Apple,16,512,151900,,37%,4.7,2786,179,85
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,86
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,86
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,86
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,86
HP,Intel,16,512,93322,,37%,4.2,1016,45,86
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,86
Apple,Apple,16,512,151900,,37%,4.7,2786,179,86
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,86
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,86
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,86
HP,AMD,16,512,65387,,37%,4.1,26,1,86
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,86
Apple,Apple,16,512,151900,,37%,4.7,2786,179,86
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,86
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,86
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,86
Apple,Apple,16,512,127900,,37%,4.7,2786,179,86
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,86
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,86
Acer,AMD,16,512,54990,"₹72,999",24%,4.1,1948,149,86
Samsung,Intel,8,512,56990,"₹78,189",27%,4.4,18987,1791,86
DELL,Intel,8,512,46990,"₹70,990",33%,4.1,68,3,86
Apple,Apple,16,512,151900,,37%,4.7,2786,179,86
MOTOROLA,Intel,16,512,62990,"₹1,04,990",40%,4.4,842,128,87
ASUS,Intel,4,512,23700,"₹26,990",12%,4.3,56,8,87
Acer,Intel,12,512,39800,"₹45,000",11%,3.9,3874,290,87
ASUS,Intel,8,512,40990,"₹50,990",19%,4.3,1246,82,87
HP,Intel,16,512,93322,,37%,4.2,1016,45,87
Ultimus,Intel,4,512,14999,"₹27,990",46%,2.8,6,0,87
Apple,Apple,16,512,151900,,37%,4.7,2786,179,87
Lenovo,MediaTek,4,512,16298,,37%,4.0,3048,226,87
Ultimus,Intel,4,128,16990,"₹27,990",39%,2.4,7,3,87
HP,Intel,16,512,82990,"₹1,33,748",37%,4.1,556,46,87
HP,AMD,16,512,65387,,37%,4.1,26,1,87
Acer,AMD,16,512,46990,"₹59,990",21%,4.2,3984,375,87
Apple,Apple,16,512,151900,,37%,4.7,2786,179,87
Primebook,MediaTek,8,512,24990,"₹39,990",37%,4.3,1209,357,87
MSI,AMD,16,512,45990,"₹66,990",31%,4.4,279,22,87
HP,Intel,16,512,86990,"₹88,474",1%,4.3,1016,59,87
Apple,Apple,16,512,127900,,37%,4.7,2786,179,87
Samsung,Intel,16,512,105990,"₹1,75,188",39%,4.8,11,1,87
ASUS,Intel,8,512,47990,"₹50,990",5%,4.3,3059,190,87
